path,title,lastModified,wordCount,size,links,category
"docs/project/REFACTORING_SUMMARY.md","🔄 Unveil App Refactoring Summary","2025-08-22",1018,8715,0,"project"
"docs/project/RELEASE_CHECKLIST.md","📋 UNVEIL MVP - PRODUCTION RELEASE CHECKLIST","2025-08-22",859,5424,0,"project"
"docs/project/SYSTEM_OVERVIEW.md","🏗️ Unveil System Overview","2025-08-22",630,4729,1,"project"
"docs/project/index.md","Project Documentation","2025-08-22",122,1099,0,"project"
"docs/project/message-center-mvp.md","Message Center MVP - Simplified Host Messaging","2025-08-22",1185,8855,0,"project"
"docs/project/messaging-module-mvp.md","Host Messaging Module MVP - Enhanced Segmentation System","2025-08-22",5711,44455,0,"project"
"docs/project/messaging-mvp-status.md","Messaging MVP Cleanup Status Report","2025-08-22",648,5325,0,"project"
"docs/ux/host-dashboard-analysis.md","Host Dashboard UX/UI Analysis Report","2025-08-22",1967,16826,0,"report"
"docs/archive/stale-docs/DEVELOPMENT_GUIDE.md","Unveil - Development Workflow & Team Guidelines","2025-07-29",757,5601,0,"development"
"docs/archive/project-docs-legacy/01-ENGINEERING/docs-NAVIGATION_SYSTEM.md","Navigation System Documentation","2025-07-28",1102,7876,0,"project"
"docs/archive/project-docs-legacy/01-ENGINEERING/docs-mcp-schema-binding.md","MCP-Powered Live Schema Binding for Cursor","2025-07-28",665,5161,0,"project"
"docs/archive/project-docs-legacy/01-ENGINEERING/docs-mcp-supabase-setup.md","MCP Supabase Setup - Unveil App","2025-07-28",423,2980,0,"project"
"docs/archive/project-docs-legacy/01-ENGINEERING/docs-testing-infrastructure.md","Testing Infrastructure Guide","2025-07-28",1313,11634,0,"project"
"docs/archive/project-docs-legacy/04-OPERATIONS/docs-SMS_SETUP_GUIDE.md","SMS Integration Setup Guide","2025-07-28",761,5560,1,"project"
"docs/archive/project-docs-legacy/04-OPERATIONS/docs-test-user-management.md","Test User Management System","2025-07-28",1209,9001,0,"project"
"docs/archive/project-docs-legacy/04-OPERATIONS/scripts-README.md","Test Data Seeding Scripts","2025-07-28",609,4225,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-REFACTOR_PLAN.md","Unveil App Refactoring Plan","2025-07-28",922,7264,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-development-mode-auth-implementation.md","Development Mode Authentication Implementation","2025-07-28",852,6736,0,"implementation"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-phone-first-auth-refactor-plan.md","Phone-First Authentication Refactoring Plan","2025-07-28",1181,8404,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-phone-migration-summary.md","Phone-Based Authentication Migration Summary","2025-07-28",841,5720,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-refactoring-summary.md","🔄 Comprehensive Refactoring Summary: MCP Schema Alignment","2025-07-28",1374,10959,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-schema-simplification-audit.md","🔍 Database Schema & Auth Flow Simplification Audit","2025-07-28",1662,12555,0,"audit"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-security-enhancements-summary.md","Security Enhancements Implementation Summary","2025-07-28",1282,10238,0,"implementation"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-session-summary-testing-setup.md","Session Summary: Complete Testing Infrastructure Setup","2025-07-28",1318,11624,0,"project"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-simplification-implementation-guide.md","🚀 Database Schema & Auth Flow Simplification Implementation Guide","2025-07-28",1307,9623,0,"implementation"
"docs/archive/project-docs-legacy/05-ARCHIVE/archive-unified-phone-auth-implementation.md","Unified Phone-Based OTP Authentication Implementation","2025-07-28",822,6514,0,"implementation"
"docs/archive/project-docs-legacy/06-REFERENCE/docs-rules.md","Unveil - Development Workflow & Team Guidelines","2025-07-28",757,5601,0,"development"
"docs/archive/project-docs-legacy/06-REFERENCE/reference-ideas-log.md","Ideas and Feature Log","2025-07-28",239,1778,0,"project"
"docs/archive/project-docs-legacy/06-REFERENCE/reference-quick-reference.md","Unveil App - Quick Reference Guide","2025-07-28",265,1877,0,"project"
"docs/archive/project-docs-legacy/06-REFERENCE/reference-risk-matrix.md","Project Risk Matrix","2025-07-28",376,3834,0,"project"
"docs/archive/unveil-mvp-rebuild-plan.md","🚀 Unveil MVP Rebuild Plan","2025-07-28",4005,31389,0,"other"
